videoId,publishedTime,durationSec,viewCount,likeCount,dislikeCount,commentCount
a7KbFj6dw6w,22-01-2020 14:00,30,142928,2807,342,328
6nIcjua7YSo,23-01-2020 06:30,186,33270552,365498,14548,6841
OJt3StcJ68g,22-01-2020 07:05,14,1316334,23045,1010,699
S9_7BKR6jLY,21-01-2020 11:30,300,2841530,107579,5360,3406
CFsvLuSv85U,22-01-2020 13:32,83,782544,14090,609,473
45lj-bGVOHE,21-01-2020 05:35,73,2934936,74694,3502,3063
r6r8UYU7Zcs,20-01-2020 08:03,161,55339584,716789,52735,33525
zQYjjd6-5dQ,22-01-2020 11:31,31,590604,15788,552,591
l7F0tdmlXtA,21-01-2020 10:30,31,905541,16658,733,622
nhsN7rwVzIc,18-01-2020 11:32,97,318231,6943,504,382
KPE8yQ-7cdw,18-01-2020 10:46,60,150879,3074,292,258
i_NmPv5WQ0U,19-01-2020 06:30,358,19665893,146759,6000,3332
H-4YzsM00t0,17-01-2020 09:03,231,329387,6328,461,536
kaF_Bq_34IQ,18-01-2020 12:30,183,4662870,26386,2637,917
fudjt7iGCmU,17-01-2020 13:37,177,459957,4574,474,348
g_byWYXBaw0,18-01-2020 05:41,222,32214900,122512,25707,2469
YETdM2gmQQQ,19-01-2020 08:30,234,31785069,147691,22757,3637
NR9UpHGqgW4,18-01-2020 07:30,457,54021,840,123,154
IUPUWcN2YWY,22-01-2020 07:35,229,5199444,43345,2284,1501
ppBT5y9Axow,18-01-2020 08:30,286,7508044,91301,2855,1662
OgCVBmIlIro,16-01-2020 05:31,180,70720201,616692,23356,13896
#NAME?,15-01-2020 12:33,180,268761,4150,601,444
v2tXijdT56o,15-01-2020 06:40,150,77261958,819558,78471,33686
cfuoBvOnbk8,17-01-2020 11:35,40,416442,10981,1278,594
4F4x3nIn-RM,16-01-2020 11:30,40,486158,13849,1100,619
PaETcGaXg1Y,15-01-2020 11:40,25,1344771,42089,1118,1319
gzNfO0OJruc,14-01-2020 14:04,167,174760,1242,480,312
W4S4yHNVStQ,14-01-2020 14:02,167,137508,916,228,75
m_KUiBpukaA,14-01-2020 13:59,174,67417,540,122,61
1JUSgp0DVIo,14-01-2020 13:45,181,57536,553,93,104
s6ktAQFOrio,14-01-2020 13:35,212,58319,625,86,86
OoyW_MK0eVE,14-01-2020 11:56,1542,64135,885,113,180
EW8bTYOIByo,14-01-2020 13:19,113,148173,2055,241,163
p8zBwrDlU_Q,14-01-2020 13:30,1301,120887,1174,165,169
HZZ20MH0M-w,14-01-2020 08:12,119,712075,10085,773,482
NPro9DvQmlo,14-01-2020 04:30,11,464744,6338,309,263
C5Eb8nNcA_s,14-01-2020 08:05,315,6659900,55137,3252,2155
MVvVoePB0W4,13-01-2020 11:30,267,8926353,66305,7328,1817
8_o-r7R8e4s,13-01-2020 09:46,371,749312,7069,529,365
log4q-LPFOI,13-01-2020 07:30,31,366547,7190,423,399
ihqu66piyrQ,13-01-2020 05:30,343,921960,25055,764,880
AW8g7DOxfRg,10-01-2020 14:44,60,48883,845,430,324
v4xsFzCNJ2U,12-01-2020 06:30,308,1057957,12471,1117,830
dwCPr57pYz0,12-01-2020 11:36,23,859043,11494,1415,744
7k_EW3skxzM,11-01-2020 05:38,233,34937384,567424,49531,17514
TRHPdHCPOQc,14-01-2020 05:31,188,3092558,41687,2959,1310
QBEKDQprQ9U,10-01-2020 12:32,30,146087,2864,282,214
Wa2IsKZQtMc,10-01-2020 08:27,20,1249022,43021,2066,1330
HpllM4uVG4c,10-01-2020 06:31,188,59527014,740127,27679,16955
8SpanMFoix4,16-01-2020 09:30,31,663908,19149,600,663
QsKB-oWRZ8M,13-01-2020 12:30,31,1663479,29688,1032,723
qh8luTcNKfQ,10-01-2020 09:31,31,3902165,66276,1596,956
_ofMd7RHKXY,17-01-2020 09:30,21,1612114,27432,877,678
ZVoZWp-bhmI,09-01-2020 08:30,145,36423211,574430,20549,20056
28AQHMpZjmA,09-01-2020 06:30,21,1404284,45819,930,1366
E-gmnQuV6_Y,09-01-2020 03:30,304,5815678,43604,3268,1510
FTT2l9DCDyo,10-01-2020 11:31,58,650216,35004,1530,1024
7_OHMsg8VhQ,08-01-2020 07:30,265,2553169,23748,2083,857
S_gMjP0Rv1Q,07-01-2020 09:08,324,1056260,23782,673,810
gZBxpYXShGI,08-01-2020 13:37,235,615962,7981,441,681
TtjflM-NJ9Y,08-01-2020 08:30,988,457286,4166,510,336
s1n6oea7U9Q,07-01-2020 06:15,72,168984,4599,151,176
jKQ6rjVZPPc,07-01-2020 07:00,202,8247147,61383,3956,995
MU-uE1BlAzo,07-01-2020 04:30,247,465414,4524,675,260
ZcNrkfwS3z0,07-01-2020 03:00,185,473437,8768,627,475
1ybYGBkZ3kM,08-01-2020 08:15,196,466195,7900,680,514
ZdmjLJVry2U,09-01-2020 13:30,212,437971,8593,730,669
dF35SgpuL80,06-01-2020 06:26,60,284617,5091,291,310
sft5baUuzQs,06-01-2020 08:23,166,45437392,751205,55199,35454
jsjvJ_z9Y30,05-01-2020 12:43,58,93566,3022,299,362
SxM82P_Wspo,05-01-2020 10:45,61,228667,4721,369,412
xJFmiEu2iOA,04-01-2020 11:11,317,458449,8031,1003,361
OhExmrJu884,04-01-2020 08:34,247,340090,8289,530,429
jWpGP8_aAVk,07-01-2020 03:30,223,4951356,27579,4424,714
trlCaSOPTeA,05-01-2020 11:30,171,2543579,23174,1456,796
KM4Q0H3UTfc,05-01-2020 08:30,239,10496654,120885,5755,4285
cH0adpc21vU,04-01-2020 07:32,16,285607,3577,286,212
P5NhRT1zpSU,08-01-2020 11:30,194,28438359,157967,20249,3189
zjMtaw2mrrc,04-01-2020 09:34,148,268621986,2047766,204736,19991
LFFW3en2NUM,07-01-2020 09:32,174,13108595,124152,6524,1707
JaZHlJPC1KM,03-01-2020 13:04,31,97635,1625,446,297
L2DHPr-8tVE,06-01-2020 05:37,312,6050728,116836,2320,2905
PKSU0CGhGac,03-01-2020 09:05,242,8494587,81843,8171,2436
D6AZzOIO7wE,03-01-2020 13:00,282,12703217,80310,9647,2169
33kMv2VsD2c,03-01-2020 11:00,246,5417131,46097,2712,1210
YVLJ0JlexU0,03-01-2020 05:00,16,211709,3819,293,221
BlkYx1h1e9g,05-01-2020 09:30,259,294962,4434,358,497
wXmW9M1coCk,07-01-2020 02:30,283,916123,10435,508,588
L-A7_-UMuIc,03-01-2020 11:04,143,275325,2545,398,197
CMetINkfrwY,02-01-2020 05:39,31,568944,15564,641,648
PZswBmFBRSo,01-01-2020 09:30,16,622877,8448,908,717
5y7PfK1Fxfs,31-12-2019 09:30,16,202132,4641,342,258
nNCWKja8oxw,31-12-2019 02:30,2834,19002481,151030,12806,2656
SM3n7pgdieg,30-12-2019 14:30,61,104282,1431,450,331
OIsxwJ-sXgU,30-12-2019 14:00,170,3550085,78616,6768,2250
WPZnwvAECsA,30-12-2019 13:00,31,216551,4540,266,348
MQG985KoFy0,02-01-2020 07:31,151,5542204,70777,4453,2595
cudWzBsPMiQ,31-12-2019 05:30,203,7843991,56779,4140,1182
8BjH4vIPurI,31-12-2019 11:30,318,730994,14553,1275,923
JQPAgNXcQak,02-01-2020 12:19,284,1102539,13177,1621,887
j802y_M5WPg,31-12-2019 09:30,286,1082511,24498,1126,734
qzw3VaFDzKs,30-12-2019 13:30,245,3635970,18638,3582,612
3hQPVWlX2VA,30-12-2019 12:30,2250,964162,9683,1078,382
VFFtClgYr6o,28-12-2019 13:30,83,999749,18205,1269,704
M7Pl4wYOjYw,28-12-2019 17:30,195,10503617,153952,4964,5779
FIXztXp7zYk,30-12-2019 09:00,176,10996404,134593,5473,1920
Gb7m7EKh-9o,27-12-2019 14:48,60,7268776,115180,6388,2271
GX3A8l-vy2s,29-12-2019 09:30,11,555069,6636,1061,609
SEsX6j8-__U,29-12-2019 06:30,11,352763,5543,526,348
Cnq_jtWJ4W4,28-12-2019 09:30,16,1159404,10602,829,442
nu0q9zIBgpg,28-12-2019 06:30,16,426725,7103,491,387
dJF8caYPTGM,27-12-2019 11:30,31,322402,7494,500,407
fSwFYEBg1NI,27-12-2019 09:30,31,1087893,12418,841,532
uvQ6On4rZpU,25-12-2019 11:30,187,4189374,82027,2281,1372
qj6_em9CmvI,25-12-2019 09:30,21,2148094,47150,1939,1378
q_0uF80IZXM,26-12-2019 05:35,160,230692125,1870801,235470,66172
3qKi29UR2g4,24-12-2019 05:45,214,31744585,226927,12511,11287
R55li-IO_DA,23-12-2019 11:34,61,85795,1103,126,130
sfpc9uU5lbk,24-12-2019 11:30,31,1283602,28867,1543,947
_PBc8dJBlho,23-12-2019 10:37,31,1924429,58231,1641,1144
3zje42TKHRg,28-12-2019 10:30,31,463496,10256,648,369
xSxFtzgJOrA,23-12-2019 12:28,208,1748150,36098,1363,837
E1zaIHtaj9g,30-12-2019 07:47,200,448182,11718,542,687
vRpEW9YpYxE,23-12-2019 08:07,165,69978515,707207,130030,30886
My4VK8iI900,25-12-2019 13:30,234,4002487,51900,1780,1342
UyNEMDE4-io,30-12-2019 06:50,283,1390802,27997,873,1166
PW201K26m2Q,25-12-2019 09:30,145,2811597,24530,1396,447
gujOAQLBM8s,30-12-2019 10:30,299,12785738,159452,4754,2694
NEBs_nzLsQs,25-12-2019 11:30,263,2207969,36141,1119,955
Ex8FOlH5l4s,22-12-2019 07:31,16,677319,16820,2218,975
zFfQoYT4sbU,21-12-2019 14:42,11,1718987,20524,1268,797
vrrwMo5AcZY,22-12-2019 05:30,231,3189067,26178,2552,1194
N82agIyObkA,23-12-2019 13:31,11,1255073,10160,893,284
OtN2pzKE2cs,25-12-2019 05:32,16,660407,11107,602,519
IFt0_UPpDJQ,22-12-2019 10:30,16,1670288,14242,1500,531
lAzPtyogwyY,23-12-2019 09:31,31,734867,15278,634,488
SQ5sW71uPSw,23-12-2019 12:47,238,178201,2715,257,260
pvrz6dRjqDw,25-12-2019 06:30,272,7350731,46760,3956,1719
WsDESnhLsec,23-12-2019 14:30,224,1399056,26477,1335,1223
IVMquMDUQZY,21-12-2019 05:30,171,275986020,2420437,173860,59420
TPr6I75kHa4,20-12-2019 10:10,61,427531,15024,921,669
RZFlsGTz7tY,20-12-2019 07:38,91,3311624,51020,3322,1569
BVgsL4UnjZ4,19-12-2019 12:34,61,213225,4638,613,405
OXAqzCu1iHM,20-12-2019 06:00,211,10285988,441380,13503,12756
fhx9i2vR60I,19-12-2019 06:01,91,5379668,131976,5074,4888
1wmnRbVFYHo,18-12-2019 12:02,31,258406,5720,504,346
5JmaHz1xeOw,21-12-2019 13:16,266,3771090,34868,1967,1142
K_Fx7d8zfcE,18-12-2019 13:04,198,347958,8326,364,385
2Ym7LJv6L_c,18-12-2019 07:32,173,68830351,980987,94483,35744
wplnSnIBOYc,17-12-2019 06:31,165,107446939,644662,58864,15785
K8drpdw4joE,17-12-2019 14:21,247,1017151,20453,2345,1300
1BJ58tdqx6Q,19-12-2019 12:00,302,2397356,40244,1144,944
6oRSN0EKPh4,16-12-2019 12:00,177,45137869,308906,17662,19692
82tFh_-6T0I,14-12-2019 10:43,60,377625,5431,1163,753
dej3wX0s_Ws,13-12-2019 13:13,221,64667,769,142,85
v2VaGsauTu8,13-12-2019 13:14,298,788278,10934,405,419
w56qJzz2vV8,13-12-2019 13:15,221,163028,2488,547,383
JFc7sOGYlwY,14-12-2019 07:30,147,2461208,56265,1420,1433
N7s9GHEO70o,16-12-2019 07:33,254,2039068,21879,1457,722
T__o-XfodY8,13-12-2019 12:35,1683,82386,1090,136,164
UXb1ATstfpk,13-12-2019 10:02,31,166430,4242,390,271
YVjqne44GIw,13-12-2019 11:11,147,2838218,49009,3221,1525
BTRPBiE_1lA,18-12-2019 13:30,197,66218569,596108,16674,8182
g_IHpBnpzr0,14-12-2019 05:30,228,18891047,162926,4833,2515
75JsfrRP28M,17-12-2019 11:30,177,25096142,126322,14842,2912
BCTbl7BXuug,16-12-2019 06:51,191,22082769,112448,18168,2154
P8jpij4d3SE,13-12-2019 09:31,215,716927,18923,576,575
tvHsiObv7Pg,13-12-2019 11:32,188,8471660,77142,8768,2707
Z-fBFSUoWPk,11-12-2019 13:30,3179,2412296,26121,2195,676
A6W3ZISnQ08,11-12-2019 05:30,181,459542,9537,603,773
tBRJlMt-1Yo,11-12-2019 06:33,20,229680,4366,356,251
g-RFGXhHBCA,11-12-2019 10:31,146,1560730,43011,1195,2001
4YOa-6QF3HI,12-12-2019 06:30,201,47712555,265676,17742,10256
q2xdNa2UojA,11-12-2019 09:01,16,402397,13478,538,553
Rt7XavCUGLQ,10-12-2019 11:01,94,2927895,103468,6815,2863
wO4tfX9FDeQ,11-12-2019 09:30,257,99300,1398,270,167
xLUCo7lhnxE,10-12-2019 13:39,219,3164850,24516,1618,507
rtZAdnL4Ua4,09-12-2019 11:30,59,50222,863,83,107
xTr7EdrMk5M,09-12-2019 09:30,16,430066,14937,543,698
snvQlKJ7Zzg,10-12-2019 05:30,199,2802883,64694,2882,3182
sUMdUQfxt7E,09-12-2019 05:30,281,1532224,23583,2069,1134
9J0c3egOHVM,09-12-2019 13:00,202,149889,1509,259,137
yzcgYH4PY8M,09-12-2019 10:18,195,297328,7053,888,432
G5naMPZkIBQ,09-12-2019 10:30,188,17166905,29422,5686,821
FIHSDOq3JGM,10-12-2019 13:20,206,267402,5935,430,461
7qrKqYT_zXw,09-12-2019 12:30,324,70731,2609,154,223
xmuo2KYvegY,10-12-2019 13:19,229,391505,9122,586,638
pdhBJb2-XWY,10-12-2019 14:00,220,232382,2594,640,316
kwd259VeQzc,13-12-2019 12:48,287,148825,2265,157,159
N4U9Z6zVkUE,09-12-2019 13:43,249,229482,3608,272,190
90JM0bb3bt8,09-12-2019 13:43,202,697903,9325,596,546
SagVqnUn_Qo,02-01-2020 12:34,212,170732,2463,458,399
2E4h4KuULag,07-12-2019 13:21,265,283180,6386,1181,852
Y0hVvc3q9H4,07-12-2019 11:30,211,363017,3707,729,321
b9R9CDysb0Y,06-12-2019 09:04,31,229624,5617,556,350
lhp4yTJ8G9o,06-12-2019 10:31,111,14211612,208958,15420,9496
r2X8cdAlvcM,05-12-2019 11:04,245,74598,1601,158,168
eaq-y4r_a5k,05-12-2019 11:37,16,57648,1046,102,129
8JDLJ3J7eLw,06-12-2019 08:01,239,614544,20509,601,536
MG1Ze3OLugM,05-12-2019 06:31,202,4663807,42651,3961,1259
9PFM4pvbADw,05-12-2019 09:32,132,2844503,85515,2011,3194
rI1ZaMRVJlE,07-12-2019 08:30,163,243277,6091,596,563
BN0bQ6DXD4g,07-12-2019 10:36,240,2040197,38914,1307,1073
yshTUk0sSpw,10-12-2019 08:30,173,66153,1236,199,196
WQ2rC2m6vsk,06-12-2019 04:30,80,3645164,54485,1630,812
_OWnl5hlDi8,06-12-2019 06:30,250,8464855,98635,4074,2897
SBVF1oZvIik,07-12-2019 06:26,215,3840459,34500,2506,1375
SSt32t0tX_8,07-12-2019 10:40,81,1866965,31274,1405,1001
Yvh7iUfCIB0,05-12-2019 13:31,49,474311,10906,357,178
sRaD_vPyqAg,04-12-2019 09:30,267,3741028,75728,2615,2052
sBODiBrLet0,05-12-2019 13:33,168,9337996,74651,4847,1681
qG_iiNQr7cg,02-12-2019 16:25,136,11616147,180577,4444,4658
dF0rAahw8zE,03-12-2019 05:30,155,48345147,348112,32656,13874
7OI7G4d8X28,02-12-2019 11:00,174,8146819,174106,12497,15343
_DGROK3G7jI,05-12-2019 05:31,286,5378255,53451,1345,1096
UFvBt1t38pE,02-12-2019 08:15,15,1202607,32157,1270,983
ldAgG1M4qZg,30-11-2019 16:00,151,53303231,646555,78145,41063
Sppp2q-aN6g,05-12-2019 10:02,247,208195,3013,166,190
_jF9EDV42_Y,05-12-2019 13:13,147,134839,2512,232,213
aib8ZU0BGFA,29-11-2019 13:10,880,207948,2473,270,208
PpM97Zqpb0U,29-11-2019 13:10,183,70524,850,141,94
vFzA3U47zoE,29-11-2019 13:10,182,128068,1158,163,85
UfkWqJCFgLM,29-11-2019 13:10,170,86976,712,139,69
IzrKxTKas1U,29-11-2019 13:11,170,165298,866,210,83
43OkRqN86WQ,02-12-2019 05:43,334,4176488,96311,2080,2259
8yqZy1izVvQ,04-12-2019 06:30,199,150923,2891,238,252
y_VEufueQkA,04-12-2019 06:07,317,997718,18099,493,522
wggp8klcCS4,03-12-2019 14:30,210,1140333,22004,944,1012
i1y019kjzTg,04-12-2019 06:30,279,155948,2950,302,264
uKNudmqP834,29-11-2019 11:42,61,148559,2680,145,145
Y1_CbKSnJPs,29-11-2019 09:01,31,403217,11938,508,433
eDjiMyXvOng,02-12-2019 10:30,196,2658055,20653,1038,422
O6Gbud_Hn8o,29-11-2019 13:30,165,1088226,12082,1246,677
MVrsaCiSn8Y,02-12-2019 10:02,175,110467,1875,200,208
uTqBoUFbMVs,03-12-2019 04:30,259,33347749,246764,13878,4092
IuvVVWOsMBo,29-11-2019 05:38,202,64726169,243517,32557,4517
umCJHy9Wc10,28-11-2019 10:46,18,2105305,65520,3434,2563
h06SrjQ_7xw,29-11-2019 10:00,21,254604,5222,151,132
kfXBrEupxTo,02-12-2019 06:30,31,852390,18468,700,507
KHARyHcM2mY,27-11-2019 13:58,170,1368046,40871,516,895
kg6O5zzXK1o,27-11-2019 14:02,72,188877,6304,432,532
fYKFpdgQxDA,27-11-2019 13:55,248,854642,9897,508,470
9J2zmKw60TI,27-11-2019 13:51,216,195019,2611,196,207
QdSruzbz2Gw,27-11-2019 13:45,82,852925,24509,297,561
NzlnW6VMjLE,27-11-2019 13:40,304,2757919,53305,1907,3801
qk7cybeLS_c,27-11-2019 13:37,2403,789878,7189,420,399
BAN7AkDGzr0,29-11-2019 08:30,207,436044,3754,399,228
L4NsaOUDKZc,29-11-2019 09:30,256,239598,4342,139,169
ctasHugTGeY,28-11-2019 13:30,188,6747790,56372,3662,1672
BBRwua3smP4,27-11-2019 13:00,206,2799027,24988,1367,474
n7LxxyqnCDY,28-11-2019 10:30,179,4979863,24183,3856,640
QVzzgu5SZmA,28-11-2019 07:00,222,38683594,168562,29716,2939
t9vmSHRwfuo,29-11-2019 10:30,277,1972715,40750,842,763
4yum1sGG86s,27-11-2019 07:02,149,26372468,485804,40714,21485
smBp3ZZdNYM,27-11-2019 09:30,152,24850019,371978,15466,6820
T-aRFpMgzpU,26-11-2019 15:44,22,658833,18295,987,779
mPzKZhHupwI,26-11-2019 15:03,49,170136,3893,246,297
6-vpU9MOYGE,28-11-2019 05:31,106,8732690,27015,4144,968
UMP4nqBtIFQ,26-11-2019 09:31,81,1224737,25733,1060,1108
3kJVlOB3IJw,26-11-2019 03:38,21,2340260,83177,1994,3164
MUDm2rkAZ5Q,25-11-2019 11:46,167,3570597,95593,4622,1851
pPXFDucIuP4,26-11-2019 07:30,210,37359,651,61,106
JNAkKS7-mE8,26-11-2019 08:30,280,37375,507,59,81
AM18S_U6UH0,27-11-2019 12:15,271,906380,17372,397,445
XE4w4G515H4,25-11-2019 11:00,61,170943,4813,140,184
e0j_YW5QnoQ,26-11-2019 06:53,149,123611003,358183,161768,3893
xSUjwidQNik,27-11-2019 05:30,214,37991802,682335,31352,43933
Ff5tOd2WHB0,23-11-2019 09:45,93,6892795,94051,19491,8909
tb_kuK78t1k,30-11-2019 04:32,334,20618608,596350,25957,18231
v4-MP6DETd0,26-11-2019 10:00,247,2705113,29268,1859,935
8eyXmiJbdss,27-11-2019 11:30,228,668999,9879,687,590
7cWOW9he1F0,25-11-2019 11:30,21,311751,7068,242,161
Td3F5GcMiy4,25-11-2019 05:34,293,1817829,25956,1561,829
EoAgqRY6YB0,24-11-2019 14:30,31,539166,10258,462,344
X-xB-kYdicM,24-11-2019 13:30,31,801554,19047,614,600
8GprIiEbeZE,25-11-2019 10:24,171,658782,9102,667,530
z-8gE6TSeDg,25-11-2019 12:00,178,218006,2580,378,329
_bHDUATHWRo,25-11-2019 10:00,217,49528895,285741,19117,7971
7lfFZs50JHM,27-11-2019 12:30,270,121758457,503478,45019,15821
ze9HDFjt0z4,21-11-2019 13:59,299,476414,7472,580,411
jt0AFWl0CIE,21-11-2019 13:54,191,144276,2024,258,160
bsoz_u5g0T8,21-11-2019 13:53,1063,64388,725,124,99
k7MxjHLFBFU,22-11-2019 06:30,116,28345499,307876,64559,20933
69vsWVJGBUI,21-11-2019 14:30,31,1074875,20748,850,510
RYfivv4vlhU,21-11-2019 13:30,21,465061,10389,392,181
YFw5EcUfwnI,21-11-2019 13:00,166,501630,8097,375,213
s640zMahn-0,21-11-2019 10:31,248,107663,2187,145,261
oTYb7dzYQQk,26-11-2019 11:30,167,12651729,70376,5053,1401
WbyI5OPOp3w,24-11-2019 10:35,168,844122,12614,2345,861
RemShT6JAHw,24-11-2019 07:36,235,102466146,699125,40608,25354
5ReSY2r6jG0,21-11-2019 09:36,166,32942,780,176,94
4v22tVZD7mk,21-11-2019 10:30,100,1897978,17418,2867,669
vGPcosO4o8U,25-11-2019 09:30,209,219052,5168,360,488
9pAnZlztYvI,21-11-2019 08:30,226,318819,3335,282,244
sQe5ef5lV74,29-11-2019 13:24,177,102679,1005,197,103
mfH-ko_Q3MY,26-11-2019 10:28,252,520715,8094,263,329
P6hrd4kC3es,21-11-2019 12:16,144,7591058,138499,2222,3674
ljZzj-r-mxk,20-11-2019 12:30,169,368329,12440,422,676
hHGrP_hWcaE,21-11-2019 12:30,210,3739005,34115,1718,554
RDJX6q2KRvw,28-11-2019 09:00,223,353125,7644,693,391
dXbGrV91xKY,21-11-2019 07:33,243,495417,7390,469,311
bB8JxN56c0E,20-11-2019 14:30,197,25764610,178167,12607,3021
cSNZbZ29Fqg,21-11-2019 04:30,197,13178793,73587,7131,1447
3GLoGHbhKHg,20-11-2019 10:31,159,102522106,893631,147957,40064
5ZIGFLX_kyA,19-11-2019 06:35,30,326852,8241,326,377
0aibsdAKqhw,19-11-2019 12:33,30,490267,10606,677,447
p5FPyLpWnto,20-11-2019 05:01,30,177980,3890,229,241
cffAGIYTEHU,19-11-2019 08:17,202,71370398,1232209,70456,86762
yuxHEmL0eE0,18-11-2019 12:30,31,120494,2754,173,120
7mxCef55oPU,18-11-2019 13:30,30,152578,3460,192,142
oJPVkeJFw_U,18-11-2019 14:30,30,181443,3583,325,232
bN5Xk5EcugQ,18-11-2019 10:00,139,275923,6381,384,431
SB3vtDw5LX0,18-11-2019 11:36,11,1059241,30693,833,1091
XrPTUIZ-e-g,17-11-2019 04:30,13,1247919,31662,841,1235
OVzyT9pdrq4,18-11-2019 06:32,144,9145151,150171,3425,3913
eN6AYHAT8UM,16-11-2019 12:15,420,260325878,2579142,311871,104673
mpW3mkoMaYs,17-11-2019 06:08,177,258026,11077,529,831
kDc2JlG8HrA,17-11-2019 09:30,319,10352603,72598,4732,1917
hebbqxTe4gs,16-11-2019 07:15,13,758122,16421,669,687
RuDQHtnIzHU,18-11-2019 05:40,263,20546491,325016,12531,4978
bQIyVS6SDnY,16-11-2019 08:30,61,311002,6500,502,388
TRzbBwUNzHc,15-11-2019 09:08,31,648233,23346,621,371
oR0gy47EP9M,16-11-2019 04:30,208,547281,16204,630,656
0H1CPBUaKSI,15-11-2019 09:30,292,12022258,88375,4465,2292
z1_UgEwf7Ms,17-11-2019 12:30,193,184163,2732,478,387
cJseUPztX_M,15-11-2019 06:43,13,1120750,25747,1092,1088
JIRcUnJiOzM,15-11-2019 08:30,176,1850026,12074,1301,674
vyCxeMvYEPs,15-11-2019 10:30,137,5974820,101161,5571,2421
JAnc-WZe-Tc,15-11-2019 04:31,121,4043995,76111,3875,1928
CDJfnJsXKIw,16-11-2019 05:30,274,526395,5491,270,342
yWPSfdYHO48,28-11-2019 09:30,191,246071,4785,302,255
#NAME?,15-11-2019 14:00,171,828912,24867,1535,1264
OtdMVo9sNg8,14-11-2019 14:00,188,5940479,61599,5719,1916
19HxDTQyAQg,15-11-2019 12:30,178,88886,1449,162,122
Rap-K6Ib9po,21-11-2019 10:00,208,147760,3697,232,290
fTlzZfvq_SE,14-11-2019 08:30,116,28255705,341085,43361,20060
bKH6McOaOEw,13-11-2019 11:00,1674,1138430,22680,1221,1365
IKq1tnNkEOE,13-11-2019 13:45,38,108070,2050,372,299
O3uC0zjLSo0,13-11-2019 07:15,352,4835128,86747,4062,5203
y-8JsjAbKH0,13-11-2019 06:00,148,1778684,34843,1051,1070
nzlt_Sda0cM,12-11-2019 13:48,327,209612,4139,360,306
KHl8mVCr4e0,12-11-2019 11:31,296,17490768,260125,11388,17690
yKIK45eELpc,12-11-2019 12:32,180,11394369,177223,12105,4578
O0Zx9Lh3sX8,26-11-2019 11:27,262,37791,792,93,89
7J0DAG0RmSQ,29-11-2019 12:00,308,177170,2182,225,148
12uL0q4H4uo,15-11-2019 09:30,289,48134,1044,96,90
iPLm9Xjn4xo,12-11-2019 07:06,126,804006,9438,1764,366
889Eg3d3Bys,11-11-2019 11:55,247,12049524,234685,19189,13571
V_tG1OSJUsQ,11-11-2019 06:30,146,53958009,458191,34012,15238
zvdBjqTgukw,10-11-2019 09:30,48,3974754,71622,2157,1812
t7EqtrBa5KQ,10-11-2019 06:30,24,2204755,56030,2808,1613
XYpu-J6M7Io,09-11-2019 09:35,226,5141746,108333,10511,7057
D8KOVyUuxl8,11-11-2019 09:30,268,8297986,149320,5707,12903
nilBsjx_Jos,15-11-2019 05:30,139,974900,36964,1368,3877
TSup1GQyyWQ,08-11-2019 09:02,30,597572,20362,709,672
Rl9JexPOpXo,13-11-2019 13:30,197,251238,10746,528,698
OZN85mTo1S0,08-11-2019 09:30,192,1297758,23169,747,502
JoGXxEnPa1I,12-11-2019 08:30,21,406222,7119,338,309
vNG11p1S1KM,13-11-2019 11:30,21,153179,3990,231,218
ImVQxXgWOYU,10-11-2019 11:30,21,462558,10545,747,538
hmVc1dWD1o8,08-11-2019 13:43,31,467382,10912,705,374
DQthcDCy8MI,07-11-2019 12:07,21,278343,7342,224,247
Y4qFv1HlF1M,08-11-2019 05:31,122,11122260,166865,8316,4113
aXmypJSCWdo,07-11-2019 07:32,290,7157089,157399,10254,9210
3XupWGN91DQ,06-11-2019 13:30,163,294261,8668,420,434
60jjv_l9w1k,08-11-2019 12:30,275,106845,1707,266,202
NdjtwZ4GSl0,08-11-2019 07:31,197,76081614,234084,48439,4534
pFv5pyK7I5g,06-11-2019 16:53,310,183681,4404,183,207
XhzN7hEhVUA,06-11-2019 16:52,179,60591,1718,91,161
jffyNtqm0ms,06-11-2019 16:53,226,87701,936,119,81
pt-p_eJ9M7U,06-11-2019 16:54,191,130716,1610,343,228
VXKpHhUtoyY,06-11-2019 14:00,37,229972,4665,559,213
_lnHnCaa8ow,06-11-2019 06:45,904,46652,824,88,133
4s2mSWiraSg,06-11-2019 09:30,138,32838547,488307,16321,11956
a9fGonbPW5g,06-11-2019 08:28,219,2701595,31851,1326,1227
JWovdakW2JM,10-11-2019 09:06,792,2480681,30177,1874,1490
qVh9lFhL6ak,05-11-2019 05:32,151,958781,40496,1155,1715
j7XIzMW-Fy0,07-11-2019 11:00,320,222179,5070,349,396
PxQnMvZeeXg,07-11-2019 12:30,233,959922,12222,600,418
7U8aFju2RM4,05-11-2019 12:43,188,8888308,61272,4194,1317
HXmkixWP_vc,04-11-2019 14:15,60,2754937,1832,227,798
mg6ptEOUHXc,08-11-2019 11:06,171,1301730,20562,1410,676
JqcdiwsRYmc,05-11-2019 07:43,16,221823,6247,270,373
U3vqAgJujow,06-11-2019 06:30,216,2213260,83843,1139,1351
L7a1JSeqaXk,04-11-2019 07:13,164,52632805,875615,42900,27771
TEQD2kcQqO0,04-11-2019 03:34,264,7382166,98578,3851,2398
f_23YWXOuos,03-11-2019 09:30,176,598969,7113,847,637
J2kT1IZCiJ0,03-11-2019 08:00,245,235969,4563,461,322
